Type,Price,Distance,Bedroom2,Bathroom,Car,Landsize,BuildingArea,YearBuilt,CouncilArea,Suburb,Propertycount,Postcode,zipcode,price,weekly_price,monthly_price
h,1070000.0,8.8,3.0,1.0,2.0,585.0,,,Darebin,Preston,14577.0,3072.0,3072.0,71.0,450.0,1300.0
h,565000.0,8.8,2.0,1.0,2.0,349.0,,1950.0,Darebin,Preston,14577.0,3072.0,3072.0,71.0,450.0,1300.0
t,714000.0,8.8,3.0,2.0,2.0,185.0,115.0,2005.0,Darebin,Preston,14577.0,3072.0,3072.0,71.0,450.0,1300.0
h,770000.0,8.8,2.0,2.0,1.0,76.0,129.0,2013.0,Darebin,Preston,14577.0,3072.0,3072.0,71.0,450.0,1300.0
h,1226000.0,8.8,3.0,1.0,4.0,707.0,,,Darebin,Preston,14577.0,3072.0,3072.0,71.0,450.0,1300.0
h,810000.0,8.8,2.0,1.0,1.0,421.0,97.0,1930.0,Darebin,Preston,14577.0,3072.0,3072.0,71.0,450.0,1300.0
h,1127000.0,8.8,3.0,2.0,2.0,590.0,140.0,1940.0,Darebin,Preston,14577.0,3072.0,3072.0,71.0,450.0,1300.0
h,750000.0,8.8,3.0,1.0,2.0,409.0,,,Darebin,Preston,14577.0,3072.0,3072.0,71.0,450.0,1300.0
h,980000.0,8.8,3.0,1.0,1.0,485.0,,,Darebin,Preston,14577.0,3072.0,3072.0,71.0,450.0,1300.0
h,670000.0,8.8,3.0,1.0,2.0,271.0,,,Darebin,Preston,14577.0,3072.0,3072.0,71.0,450.0,1300.0
h,1315000.0,8.8,4.0,3.0,2.0,836.0,,1941.0,Darebin,Preston,14577.0,3072.0,3072.0,71.0,450.0,1300.0
h,780000.0,8.8,2.0,1.0,1.0,310.0,72.0,1950.0,Darebin,Preston,14577.0,3072.0,3072.0,71.0,450.0,1300.0
h,986000.0,8.8,2.0,1.0,1.0,472.0,139.0,1940.0,Darebin,Preston,14577.0,3072.0,3072.0,71.0,450.0,1300.0
h,771000.0,8.8,2.0,1.0,1.0,484.0,,,Darebin,Preston,14577.0,3072.0,3072.0,71.0,450.0,1300.0
h,760000.0,8.8,9.0,8.0,7.0,1254.0,280.0,1928.0,Darebin,Preston,14577.0,3072.0,3072.0,71.0,450.0,1300.0
h,850000.0,8.8,3.0,2.0,1.0,0.0,142.0,,Darebin,Preston,14577.0,3072.0,3072.0,71.0,450.0,1300.0
h,890000.0,8.8,3.0,1.0,2.0,454.0,,,Darebin,Preston,14577.0,3072.0,3072.0,71.0,450.0,1300.0
h,1088000.0,8.8,2.0,1.0,2.0,712.0,,,Darebin,Preston,14577.0,3072.0,3072.0,71.0,450.0,1300.0
h,1123000.0,8.8,3.0,1.0,2.0,504.0,506.0,1950.0,Darebin,Preston,14577.0,3072.0,3072.0,71.0,450.0,1300.0
h,600000.0,8.8,4.0,1.0,2.0,236.0,,,Darebin,Preston,14577.0,3072.0,3072.0,71.0,450.0,1300.0
u,300000.0,8.8,1.0,1.0,1.0,0.0,67.0,2005.0,Darebin,Preston,14577.0,3072.0,3072.0,71.0,450.0,1300.0
h,890000.0,8.8,2.0,1.0,3.0,493.0,95.0,1950.0,Darebin,Preston,14577.0,3072.0,3072.0,71.0,450.0,1300.0
h,1040000.0,8.8,3.0,2.0,1.0,313.0,,,Darebin,Preston,14577.0,3072.0,3072.0,71.0,450.0,1300.0
h,1050000.0,8.8,3.0,2.0,1.0,453.0,,1948.0,Darebin,Preston,14577.0,3072.0,3072.0,71.0,450.0,1300.0
h,900000.0,8.8,2.0,1.0,1.0,529.0,528.0,,Darebin,Preston,14577.0,3072.0,3072.0,71.0,450.0,1300.0
u,425000.0,8.8,2.0,2.0,1.0,1485.0,69.0,2010.0,Darebin,Preston,14577.0,3072.0,3072.0,71.0,450.0,1300.0
u,515000.0,8.8,2.0,1.0,1.0,187.0,60.0,2005.0,Darebin,Preston,14577.0,3072.0,3072.0,71.0,450.0,1300.0
h,1040000.0,8.8,3.0,1.0,2.0,399.0,121.0,1940.0,Darebin,Preston,14577.0,3072.0,3072.0,71.0,450.0,1300.0
h,520000.0,8.8,2.0,1.0,2.0,178.0,,2012.0,Darebin,Preston,14577.0,3072.0,3072.0,71.0,450.0,1300.0
u,605000.0,8.8,3.0,1.0,2.0,192.0,,,Darebin,Preston,14577.0,3072.0,3072.0,71.0,450.0,1300.0
h,890000.0,8.8,3.0,1.0,2.0,495.0,100.0,1950.0,Darebin,Preston,14577.0,3072.0,3072.0,71.0,450.0,1300.0
h,790000.0,8.8,2.0,1.0,1.0,266.0,100.0,1925.0,Darebin,Preston,14577.0,3072.0,3072.0,71.0,450.0,1300.0
h,1000000.0,8.8,4.0,1.0,2.0,621.0,,,Darebin,Preston,14577.0,3072.0,3072.0,71.0,450.0,1300.0
h,860000.0,8.8,2.0,2.0,1.0,415.0,138.0,1925.0,Darebin,Preston,14577.0,3072.0,3072.0,71.0,450.0,1300.0
h,630000.0,8.8,2.0,1.0,1.0,372.0,82.0,1940.0,Darebin,Preston,14577.0,3072.0,3072.0,71.0,450.0,1300.0
h,660000.0,8.8,4.0,2.0,1.0,0.0,,,Darebin,Preston,14577.0,3072.0,3072.0,71.0,450.0,1300.0
h,810000.0,8.8,3.0,1.0,1.0,520.0,,,Darebin,Preston,14577.0,3072.0,3072.0,71.0,450.0,1300.0
h,875000.0,8.8,4.0,1.0,2.0,400.0,147.0,1940.0,Darebin,Preston,14577.0,3072.0,3072.0,71.0,450.0,1300.0
h,923000.0,8.8,3.0,1.0,0.0,333.0,118.0,1920.0,Darebin,Preston,14577.0,3072.0,3072.0,71.0,450.0,1300.0
h,920000.0,8.8,3.0,1.0,1.0,396.0,184.0,1920.0,Darebin,Preston,14577.0,3072.0,3072.0,71.0,450.0,1300.0
h,1150000.0,8.8,3.0,1.0,4.0,728.0,,,Darebin,Preston,14577.0,3072.0,3072.0,71.0,450.0,1300.0
h,871000.0,8.8,4.0,2.0,1.0,561.0,150.0,1950.0,Darebin,Preston,14577.0,3072.0,3072.0,71.0,450.0,1300.0
h,910000.0,8.8,4.0,1.0,3.0,577.0,,,Darebin,Preston,14577.0,3072.0,3072.0,71.0,450.0,1300.0
h,1330000.0,8.8,3.0,2.0,3.0,502.0,,,Darebin,Preston,14577.0,3072.0,3072.0,71.0,450.0,1300.0
h,950000.0,8.8,4.0,2.0,1.0,243.0,140.0,2005.0,Darebin,Preston,14577.0,3072.0,3072.0,71.0,450.0,1300.0
h,821000.0,8.8,3.0,1.0,2.0,396.0,,,Darebin,Preston,14577.0,3072.0,3072.0,71.0,450.0,1300.0
h,888500.0,8.8,3.0,1.0,2.0,497.0,,,Darebin,Preston,14577.0,3072.0,3072.0,71.0,450.0,1300.0
h,870000.0,8.8,4.0,1.0,2.0,400.0,117.0,1890.0,Darebin,Preston,14577.0,3072.0,3072.0,71.0,450.0,1300.0
h,1186000.0,8.8,2.0,1.0,1.0,713.0,83.0,1960.0,Darebin,Preston,14577.0,3072.0,3072.0,71.0,450.0,1300.0
h,900000.0,8.8,3.0,1.0,2.0,560.0,,1950.0,Darebin,Preston,14577.0,3072.0,3072.0,71.0,450.0,1300.0
h,800000.0,8.8,3.0,1.0,2.0,207.0,,1910.0,Darebin,Preston,14577.0,3072.0,3072.0,71.0,450.0,1300.0
h,1030000.0,8.8,3.0,2.0,3.0,427.0,,,Darebin,Preston,14577.0,3072.0,3072.0,71.0,450.0,1300.0
h,1615000.0,8.8,3.0,2.0,3.0,890.0,,,Darebin,Preston,14577.0,3072.0,3072.0,71.0,450.0,1300.0
h,715000.0,8.8,2.0,1.0,1.0,467.0,,,Darebin,Preston,14577.0,3072.0,3072.0,71.0,450.0,1300.0
u,610000.0,8.8,2.0,1.0,1.0,126.0,79.0,1970.0,Darebin,Preston,14577.0,3072.0,3072.0,71.0,450.0,1300.0
h,1162500.0,8.8,3.0,2.0,2.0,463.0,123.0,1920.0,Darebin,Preston,14577.0,3072.0,3072.0,71.0,450.0,1300.0
h,1142500.0,8.8,3.0,1.0,2.0,560.0,160.0,1970.0,Darebin,Preston,14577.0,3072.0,3072.0,71.0,450.0,1300.0
h,930000.0,8.8,3.0,1.0,2.0,679.0,143.0,1950.0,Darebin,Preston,14577.0,3072.0,3072.0,71.0,450.0,1300.0
h,875000.0,8.8,3.0,2.0,1.0,650.0,119.0,1950.0,Darebin,Preston,14577.0,3072.0,3072.0,71.0,450.0,1300.0
h,840000.0,8.8,4.0,1.0,2.0,390.0,120.0,1950.0,Darebin,Preston,14577.0,3072.0,3072.0,71.0,450.0,1300.0
h,805000.0,8.8,2.0,1.0,2.0,468.0,,,Darebin,Preston,14577.0,3072.0,3072.0,71.0,450.0,1300.0
h,750000.0,8.8,3.0,3.0,2.0,0.0,127.0,2005.0,Darebin,Preston,14577.0,3072.0,3072.0,71.0,450.0,1300.0
h,750000.0,8.8,3.0,2.0,2.0,500.0,150.0,1950.0,Darebin,Preston,14577.0,3072.0,3072.0,71.0,450.0,1300.0
u,475000.0,11.2,3.0,1.0,1.0,191.0,107.0,1990.0,Darebin,Reservoir,21650.0,3073.0,3073.0,55.0,335.0,1177.5
u,415000.0,11.2,2.0,1.0,1.0,189.0,84.0,2012.0,Darebin,Reservoir,21650.0,3073.0,3073.0,55.0,335.0,1177.5
h,731000.0,11.2,3.0,1.0,2.0,779.0,138.0,1950.0,Darebin,Reservoir,21650.0,3073.0,3073.0,55.0,335.0,1177.5
u,352000.0,11.2,2.0,1.0,1.0,117.0,62.0,2012.0,Darebin,Reservoir,21650.0,3073.0,3073.0,55.0,335.0,1177.5
h,723000.0,11.2,3.0,1.0,1.0,535.0,86.0,1950.0,Darebin,Reservoir,21650.0,3073.0,3073.0,55.0,335.0,1177.5
u,336000.0,11.2,2.0,1.0,1.0,99.0,67.0,1970.0,Darebin,Reservoir,21650.0,3073.0,3073.0,55.0,335.0,1177.5
h,685000.0,11.2,3.0,1.0,1.0,1262.0,85.0,1955.0,Darebin,Reservoir,21650.0,3073.0,3073.0,55.0,335.0,1177.5
t,620000.0,11.2,3.0,2.0,2.0,207.0,,2006.0,Darebin,Reservoir,21650.0,3073.0,3073.0,55.0,335.0,1177.5
h,620000.0,11.2,3.0,1.0,2.0,762.0,,,Darebin,Reservoir,21650.0,3073.0,3073.0,55.0,335.0,1177.5
h,1025000.0,11.2,3.0,2.0,2.0,676.0,272.0,1950.0,Darebin,Reservoir,21650.0,3073.0,3073.0,55.0,335.0,1177.5
t,490000.0,11.2,2.0,1.0,1.0,91.0,84.0,2014.0,Darebin,Reservoir,21650.0,3073.0,3073.0,55.0,335.0,1177.5
h,805000.0,11.2,3.0,1.0,2.0,227.0,118.0,1930.0,Darebin,Reservoir,21650.0,3073.0,3073.0,55.0,335.0,1177.5
h,770000.0,11.2,4.0,1.0,2.0,855.0,,,Darebin,Reservoir,21650.0,3073.0,3073.0,55.0,335.0,1177.5
u,645000.0,11.2,3.0,1.0,2.0,280.0,,2002.0,Darebin,Reservoir,21650.0,3073.0,3073.0,55.0,335.0,1177.5
h,1005000.0,11.2,3.0,2.0,4.0,466.0,467.0,1930.0,Darebin,Reservoir,21650.0,3073.0,3073.0,55.0,335.0,1177.5
h,931000.0,11.2,2.0,1.0,1.0,487.0,,,Darebin,Reservoir,21650.0,3073.0,3073.0,55.0,335.0,1177.5
h,810000.0,11.2,2.0,1.0,2.0,950.0,,,Darebin,Reservoir,21650.0,3073.0,3073.0,55.0,335.0,1177.5
h,535000.0,11.2,2.0,1.0,1.0,234.0,92.0,2014.0,Darebin,Reservoir,21650.0,3073.0,3073.0,55.0,335.0,1177.5
h,920000.0,11.2,3.0,2.0,2.0,623.0,,,Darebin,Reservoir,21650.0,3073.0,3073.0,55.0,335.0,1177.5
h,800000.0,11.2,3.0,1.0,5.0,4679.0,170.0,1975.0,Darebin,Reservoir,21650.0,3073.0,3073.0,55.0,335.0,1177.5
h,510000.0,11.2,3.0,1.0,2.0,543.0,135.0,1965.0,Darebin,Reservoir,21650.0,3073.0,3073.0,55.0,335.0,1177.5
h,651000.0,11.2,3.0,2.0,3.0,649.0,114.0,1950.0,Darebin,Reservoir,21650.0,3073.0,3073.0,55.0,335.0,1177.5
h,502500.0,11.2,2.0,1.0,2.0,491.0,,,Darebin,Reservoir,21650.0,3073.0,3073.0,55.0,335.0,1177.5
h,365000.0,11.2,2.0,1.0,1.0,360.0,83.0,1960.0,Darebin,Reservoir,21650.0,3073.0,3073.0,55.0,335.0,1177.5
u,405000.0,11.2,2.0,1.0,1.0,171.0,94.0,2009.0,Darebin,Reservoir,21650.0,3073.0,3073.0,55.0,335.0,1177.5
t,620500.0,11.2,3.0,2.0,1.0,158.0,117.0,2011.0,Darebin,Reservoir,21650.0,3073.0,3073.0,55.0,335.0,1177.5
h,730000.0,11.2,2.0,1.0,1.0,546.0,,,Darebin,Reservoir,21650.0,3073.0,3073.0,55.0,335.0,1177.5
h,665000.0,11.2,3.0,1.0,4.0,503.0,,,Darebin,Reservoir,21650.0,3073.0,3073.0,55.0,335.0,1177.5
h,625000.0,11.2,3.0,2.0,1.0,267.0,186.0,2003.0,Darebin,Reservoir,21650.0,3073.0,3073.0,55.0,335.0,1177.5
u,357500.0,11.2,2.0,1.0,1.0,129.0,,,Darebin,Reservoir,21650.0,3073.0,3073.0,55.0,335.0,1177.5
u,427500.0,11.2,2.0,1.0,1.0,146.0,84.0,1980.0,Darebin,Reservoir,21650.0,3073.0,3073.0,55.0,335.0,1177.5
h,851000.0,11.2,4.0,2.0,2.0,581.0,244.0,2006.0,Darebin,Reservoir,21650.0,3073.0,3073.0,55.0,335.0,1177.5
h,998000.0,11.2,3.0,2.0,3.0,479.0,153.0,1950.0,Darebin,Reservoir,21650.0,3073.0,3073.0,55.0,335.0,1177.5
h,1030000.0,11.2,4.0,2.0,3.0,630.0,190.0,1935.0,Darebin,Reservoir,21650.0,3073.0,3073.0,55.0,335.0,1177.5
h,498000.0,11.2,2.0,1.0,3.0,310.0,,,Darebin,Reservoir,21650.0,3073.0,3073.0,55.0,335.0,1177.5
u,410000.0,11.2,2.0,1.0,1.0,180.0,61.0,2004.0,Darebin,Reservoir,21650.0,3073.0,3073.0,55.0,335.0,1177.5
u,450000.0,11.2,2.0,1.0,1.0,95.0,,,Darebin,Reservoir,21650.0,3073.0,3073.0,55.0,335.0,1177.5
u,341000.0,11.2,1.0,1.0,1.0,125.0,,,Darebin,Reservoir,21650.0,3073.0,3073.0,55.0,335.0,1177.5
h,900000.0,11.2,3.0,2.0,2.0,634.0,,,Darebin,Reservoir,21650.0,3073.0,3073.0,55.0,335.0,1177.5
h,500000.0,11.2,3.0,1.0,1.0,320.0,,,Darebin,Reservoir,21650.0,3073.0,3073.0,55.0,335.0,1177.5
h,1015000.0,11.2,4.0,1.0,1.0,518.0,135.0,1920.0,Darebin,Reservoir,21650.0,3073.0,3073.0,55.0,335.0,1177.5
h,915000.0,11.2,3.0,3.0,2.0,618.0,153.0,1960.0,Darebin,Reservoir,21650.0,3073.0,3073.0,55.0,335.0,1177.5
h,380000.0,11.2,2.0,1.0,1.0,159.0,,1990.0,Darebin,Reservoir,21650.0,3073.0,3073.0,55.0,335.0,1177.5
u,468000.0,11.2,3.0,2.0,2.0,234.0,,,Darebin,Reservoir,21650.0,3073.0,3073.0,55.0,335.0,1177.5
h,800000.0,11.2,3.0,1.0,2.0,570.0,,1950.0,Darebin,Reservoir,21650.0,3073.0,3073.0,55.0,335.0,1177.5
u,380000.0,11.2,2.0,1.0,1.0,149.0,70.0,1980.0,Darebin,Reservoir,21650.0,3073.0,3073.0,55.0,335.0,1177.5
h,600000.0,11.2,3.0,1.0,1.0,370.0,,,Darebin,Reservoir,21650.0,3073.0,3073.0,55.0,335.0,1177.5
t,530000.0,11.2,3.0,2.0,1.0,229.0,130.0,2008.0,Darebin,Reservoir,21650.0,3073.0,3073.0,55.0,335.0,1177.5
t,592000.0,11.2,3.0,1.0,1.0,270.0,160.0,2016.0,Darebin,Reservoir,21650.0,3073.0,3073.0,55.0,335.0,1177.5
h,611000.0,11.2,2.0,1.0,2.0,379.0,,,Darebin,Reservoir,21650.0,3073.0,3073.0,55.0,335.0,1177.5
u,440000.0,11.2,2.0,1.0,2.0,132.0,83.0,1980.0,Darebin,Reservoir,21650.0,3073.0,3073.0,55.0,335.0,1177.5
h,650000.0,11.2,3.0,1.0,3.0,620.0,114.0,1960.0,Darebin,Reservoir,21650.0,3073.0,3073.0,55.0,335.0,1177.5
t,416000.0,11.2,2.0,1.0,1.0,159.0,70.0,2000.0,Darebin,Reservoir,21650.0,3073.0,3073.0,55.0,335.0,1177.5
h,610000.0,11.2,3.0,1.0,2.0,492.0,,,Darebin,Reservoir,21650.0,3073.0,3073.0,55.0,335.0,1177.5
h,890000.0,11.2,3.0,2.0,2.0,634.0,,,Darebin,Reservoir,21650.0,3073.0,3073.0,55.0,335.0,1177.5
u,301000.0,11.2,3.0,1.0,1.0,0.0,63.0,1970.0,Darebin,Reservoir,21650.0,3073.0,3073.0,55.0,335.0,1177.5
h,865000.0,11.2,2.0,1.0,3.0,560.0,110.0,1950.0,Darebin,Reservoir,21650.0,3073.0,3073.0,55.0,335.0,1177.5
u,436000.0,11.2,2.0,1.0,1.0,140.0,,2011.0,Darebin,Reservoir,21650.0,3073.0,3073.0,55.0,335.0,1177.5
h,650000.0,11.2,4.0,1.0,2.0,650.0,,1965.0,Darebin,Reservoir,21650.0,3073.0,3073.0,55.0,335.0,1177.5
u,432000.0,11.2,2.0,1.0,1.0,137.0,,,Darebin,Reservoir,21650.0,3073.0,3073.0,55.0,335.0,1177.5
h,650000.0,11.2,3.0,1.0,1.0,700.0,98.0,1950.0,Darebin,Reservoir,21650.0,3073.0,3073.0,55.0,335.0,1177.5
h,836000.0,11.2,2.0,1.0,3.0,821.0,,,Darebin,Reservoir,21650.0,3073.0,3073.0,55.0,335.0,1177.5
u,401000.0,11.2,2.0,1.0,1.0,184.0,77.0,1965.0,Darebin,Reservoir,21650.0,3073.0,3073.0,55.0,335.0,1177.5
h,635000.0,11.2,2.0,1.0,1.0,608.0,,,Darebin,Reservoir,21650.0,3073.0,3073.0,55.0,335.0,1177.5
u,491000.0,11.2,2.0,1.0,1.0,168.0,93.0,1970.0,Darebin,Reservoir,21650.0,3073.0,3073.0,55.0,335.0,1177.5
u,420000.0,11.2,2.0,1.0,0.0,207.0,,,Darebin,Reservoir,21650.0,3073.0,3073.0,55.0,335.0,1177.5
h,810000.0,11.2,3.0,1.0,2.0,564.0,558.0,1960.0,Darebin,Reservoir,21650.0,3073.0,3073.0,55.0,335.0,1177.5
h,780000.0,11.2,3.0,1.0,2.0,457.0,,,Darebin,Reservoir,21650.0,3073.0,3073.0,55.0,335.0,1177.5
u,520000.0,11.2,2.0,1.0,1.0,135.0,,1980.0,Darebin,Reservoir,21650.0,3073.0,3073.0,55.0,335.0,1177.5
h,660000.0,11.2,3.0,1.0,1.0,754.0,,,Darebin,Reservoir,21650.0,3073.0,3073.0,55.0,335.0,1177.5
h,555000.0,11.2,2.0,1.0,2.0,229.0,92.0,1970.0,Darebin,Reservoir,21650.0,3073.0,3073.0,55.0,335.0,1177.5
t,350000.0,11.2,2.0,1.0,1.0,0.0,72.0,2016.0,Darebin,Reservoir,21650.0,3073.0,3073.0,55.0,335.0,1177.5
h,540000.0,11.2,3.0,2.0,2.0,215.0,146.0,2003.0,Darebin,Reservoir,21650.0,3073.0,3073.0,55.0,335.0,1177.5
t,678000.0,11.2,3.0,2.0,1.0,230.0,,2009.0,Darebin,Reservoir,21650.0,3073.0,3073.0,55.0,335.0,1177.5
h,812000.0,11.2,3.0,1.0,2.0,696.0,,1950.0,Darebin,Reservoir,21650.0,3073.0,3073.0,55.0,335.0,1177.5
h,682000.0,11.2,3.0,1.0,1.0,750.0,103.0,1970.0,Darebin,Reservoir,21650.0,3073.0,3073.0,55.0,335.0,1177.5
t,380000.0,11.2,2.0,1.0,1.0,83.0,85.0,2010.0,Darebin,Reservoir,21650.0,3073.0,3073.0,55.0,335.0,1177.5
u,350000.0,11.2,1.0,1.0,2.0,96.0,45.0,2009.0,Darebin,Reservoir,21650.0,3073.0,3073.0,55.0,335.0,1177.5
h,750000.0,11.2,4.0,2.0,4.0,820.0,197.0,1965.0,Darebin,Reservoir,21650.0,3073.0,3073.0,55.0,335.0,1177.5
t,495000.0,11.2,2.0,1.0,1.0,96.0,73.0,2013.0,Darebin,Reservoir,21650.0,3073.0,3073.0,55.0,335.0,1177.5
h,644000.0,11.2,2.0,1.0,2.0,455.0,,1940.0,Darebin,Reservoir,21650.0,3073.0,3073.0,55.0,335.0,1177.5
h,895500.0,11.2,4.0,2.0,4.0,864.0,,,Darebin,Reservoir,21650.0,3073.0,3073.0,55.0,335.0,1177.5
u,500000.0,11.2,3.0,1.0,1.0,359.0,109.0,1960.0,Darebin,Reservoir,21650.0,3073.0,3073.0,55.0,335.0,1177.5
h,940000.0,11.2,3.0,1.0,2.0,756.0,,,Darebin,Reservoir,21650.0,3073.0,3073.0,55.0,335.0,1177.5
h,755000.0,11.2,2.0,1.0,2.0,0.0,,,Darebin,Reservoir,21650.0,3073.0,3073.0,55.0,335.0,1177.5
t,568000.0,11.2,2.0,1.0,1.0,120.0,,,Darebin,Reservoir,21650.0,3073.0,3073.0,55.0,335.0,1177.5
u,350000.0,11.2,2.0,1.0,1.0,102.0,67.0,1970.0,Darebin,Reservoir,21650.0,3073.0,3073.0,55.0,335.0,1177.5
u,452000.0,11.2,2.0,1.0,1.0,0.0,,,Darebin,Reservoir,21650.0,3073.0,3073.0,55.0,335.0,1177.5
u,335000.0,11.2,2.0,1.0,1.0,0.0,54.0,2012.0,Darebin,Reservoir,21650.0,3073.0,3073.0,55.0,335.0,1177.5
h,585000.0,11.2,3.0,1.0,3.0,620.0,,,Darebin,Reservoir,21650.0,3073.0,3073.0,55.0,335.0,1177.5
u,360000.0,11.2,2.0,1.0,1.0,139.0,,,Darebin,Reservoir,21650.0,3073.0,3073.0,55.0,335.0,1177.5
u,380000.0,11.2,2.0,1.0,1.0,220.0,,2011.0,Darebin,Reservoir,21650.0,3073.0,3073.0,55.0,335.0,1177.5
h,546000.0,11.2,3.0,1.0,2.0,592.0,84.0,1960.0,Darebin,Reservoir,21650.0,3073.0,3073.0,55.0,335.0,1177.5
u,400000.0,11.2,3.0,1.0,1.0,172.0,97.0,1970.0,Darebin,Reservoir,21650.0,3073.0,3073.0,55.0,335.0,1177.5
h,1700000.0,11.2,4.0,2.0,4.0,601.0,,,Darebin,Reservoir,21650.0,3073.0,3073.0,55.0,335.0,1177.5
h,592500.0,11.2,3.0,2.0,1.0,215.0,,,Darebin,Reservoir,21650.0,3073.0,3073.0,55.0,335.0,1177.5
h,830000.0,11.2,1.0,1.0,1.0,509.0,,1928.0,Darebin,Reservoir,21650.0,3073.0,3073.0,55.0,335.0,1177.5
u,360000.0,11.2,2.0,1.0,1.0,132.0,65.0,2010.0,Darebin,Reservoir,21650.0,3073.0,3073.0,55.0,335.0,1177.5
h,655000.0,11.2,2.0,1.0,1.0,644.0,,,Darebin,Reservoir,21650.0,3073.0,3073.0,55.0,335.0,1177.5
h,410000.0,11.2,3.0,1.0,1.0,250.0,105.0,1960.0,Darebin,Reservoir,21650.0,3073.0,3073.0,55.0,335.0,1177.5
h,836000.0,11.2,2.0,1.0,1.0,931.0,121.0,1970.0,Darebin,Reservoir,21650.0,3073.0,3073.0,55.0,335.0,1177.5
h,635000.0,11.2,2.0,2.0,2.0,654.0,,,Darebin,Reservoir,21650.0,3073.0,3073.0,55.0,335.0,1177.5
h,811000.0,11.2,4.0,2.0,3.0,525.0,525.0,,Darebin,Reservoir,21650.0,3073.0,3073.0,55.0,335.0,1177.5
h,650000.0,11.2,2.0,1.0,1.0,750.0,,,Darebin,Reservoir,21650.0,3073.0,3073.0,55.0,335.0,1177.5
h,765000.0,11.2,3.0,1.0,2.0,551.0,,,Darebin,Reservoir,21650.0,3073.0,3073.0,55.0,335.0,1177.5
u,440000.0,11.2,2.0,1.0,2.0,132.0,83.0,1980.0,Darebin,Reservoir,21650.0,3073.0,3073.0,55.0,335.0,1177.5
h,715000.0,11.2,3.0,2.0,2.0,251.0,,,Darebin,Reservoir,21650.0,3073.0,3073.0,55.0,335.0,1177.5
h,670000.0,11.2,4.0,2.0,2.0,578.0,,,Darebin,Reservoir,21650.0,3073.0,3073.0,55.0,335.0,1177.5
u,376000.0,11.2,2.0,1.0,1.0,104.0,77.0,1970.0,Darebin,Reservoir,21650.0,3073.0,3073.0,55.0,335.0,1177.5
u,323000.0,11.2,2.0,1.0,1.0,0.0,65.0,1960.0,Darebin,Reservoir,21650.0,3073.0,3073.0,55.0,335.0,1177.5
h,680000.0,11.2,3.0,1.0,4.0,527.0,146.0,1965.0,Darebin,Reservoir,21650.0,3073.0,3073.0,55.0,335.0,1177.5
t,530000.0,11.2,2.0,1.0,1.0,0.0,106.0,2007.0,Darebin,Reservoir,21650.0,3073.0,3073.0,55.0,335.0,1177.5
h,786000.0,11.2,4.0,3.0,1.0,595.0,174.0,2013.0,Darebin,Reservoir,21650.0,3073.0,3073.0,55.0,335.0,1177.5
u,390000.0,11.2,2.0,1.0,1.0,122.0,74.0,1980.0,Darebin,Reservoir,21650.0,3073.0,3073.0,55.0,335.0,1177.5
h,650000.0,11.2,3.0,1.0,2.0,468.0,92.0,1960.0,Darebin,Reservoir,21650.0,3073.0,3073.0,55.0,335.0,1177.5
h,540000.0,11.2,3.0,1.0,2.0,496.0,,,Darebin,Reservoir,21650.0,3073.0,3073.0,55.0,335.0,1177.5
h,685000.0,11.2,3.0,1.0,1.0,497.0,,,Darebin,Reservoir,21650.0,3073.0,3073.0,55.0,335.0,1177.5
h,800000.0,11.2,3.0,2.0,3.0,574.0,159.0,1955.0,Darebin,Reservoir,21650.0,3073.0,3073.0,55.0,335.0,1177.5
h,830000.0,11.2,3.0,1.0,2.0,671.0,,,Darebin,Reservoir,21650.0,3073.0,3073.0,55.0,335.0,1177.5
u,330000.0,11.2,2.0,1.0,1.0,90.0,64.0,1970.0,Darebin,Reservoir,21650.0,3073.0,3073.0,55.0,335.0,1177.5
h,539000.0,11.2,3.0,1.0,1.0,474.0,114.0,1960.0,Darebin,Reservoir,21650.0,3073.0,3073.0,55.0,335.0,1177.5
h,622500.0,11.2,3.0,1.0,1.0,456.0,94.0,1960.0,Darebin,Reservoir,21650.0,3073.0,3073.0,55.0,335.0,1177.5
h,767500.0,11.2,3.0,2.0,2.0,834.0,129.0,2017.0,Darebin,Reservoir,21650.0,3073.0,3073.0,55.0,335.0,1177.5
h,780000.0,11.2,3.0,1.0,2.0,464.0,125.0,1920.0,Darebin,Reservoir,21650.0,3073.0,3073.0,55.0,335.0,1177.5
h,668000.0,11.2,3.0,2.0,1.0,618.0,149.0,1965.0,Darebin,Reservoir,21650.0,3073.0,3073.0,55.0,335.0,1177.5
h,1215000.0,11.2,4.0,2.0,4.0,748.0,,,Darebin,Reservoir,21650.0,3073.0,3073.0,55.0,335.0,1177.5
h,1120000.0,11.2,3.0,1.0,2.0,744.0,,,Darebin,Reservoir,21650.0,3073.0,3073.0,55.0,335.0,1177.5
u,470000.0,11.2,3.0,1.0,2.0,159.0,97.0,1970.0,Darebin,Reservoir,21650.0,3073.0,3073.0,55.0,335.0,1177.5
h,800000.0,11.2,3.0,1.0,1.0,858.0,,,Darebin,Reservoir,21650.0,3073.0,3073.0,55.0,335.0,1177.5
h,1700000.0,11.2,2.0,1.0,6.0,1041.0,,,Darebin,Reservoir,21650.0,3073.0,3073.0,55.0,335.0,1177.5
h,655000.0,11.2,3.0,2.0,2.0,456.0,137.0,1970.0,Darebin,Reservoir,21650.0,3073.0,3073.0,55.0,335.0,1177.5
